date,snippet
2016-06-24,Tesla announced Thursday that it will build a battery storage system at a California utility substation that will have the largest output of any existing lithiumion storage facility Mobileye NV said in a US securities filing on Friday that its top executives were assured by Tesla Motors Inc Chief Executive Elon Musk that drivers of the companys electric cars would not be allowed to take their hands off the wheel when using
2016-06-27,The company that made the camera and computer system for Tesla Motors semiautonomous Autopilot says the electric car maker ignored its warnings of safety problems
2016-06-28,"After  years reporting abroad, I rediscovered a land of sustainable pot, sleek Teslas and easy credit One high school football players journey from littleknown recruit to Ohio State defensive back"
2016-06-30,"Samsungs recall of  million Galaxy Note  phones after several dozen caught fire and exploded may stem from a subtle manufacturing error, but it highlights the challenge electronics makers face in packing ever more battery power into ever thin A Chinese man suing Tesla Motors Inc after his son was killed while driving one of the US car makers vehicles argues that the responsiveness of the cars autopilot function was responsible for the accident, his lawyer said Tesla Motors Inc on Thursday said its former camera supplier Mobileye disparaged the safety of Teslas assisted driving technology Autopilot after learning the carmaker was developing its own vision system"
2016-07-01,"Heres what you need to know to start your day Uber is starting its driverless car pilot program in Pittsburgh on Wednesday with a small fleet of modified Ford Fusions A ride in a selfdriving Uber car in Pittsburgh and a spin in Chevys new longerranger electric Bolt EV show how the auto world is changing fast The company says it has not confirmed whether the automated driver assist feature was engaged during the crash, which occurred in January The Bolt EV by General Motors is a lowerpriced electric car than the Tesla, and has similar features Tesla faces new scrutiny in China about its vehicle Autopilot system after state television broadcast allegations that a man killed in a crash had activated the driverassist feature of his car"
2016-07-02,"When Pittsburgh wakes up on Wednesday morning, some residents will have the choice of going about their day in an Uber that drives itself Ford Motor Co said Wednesday that a plan to embrace mobility and spend billions on electric and autonomous vehicles will hurt its bottom line in the short term but lead to frothier profit margins in the future Tesla says that a fire in one of its electric cars in France broke out because an electrical connection had not been tightened properly Mobileye broke ties with Tesla Motors because the Silicon Valley firm was pushing the envelope in terms of safety with the design of its Autopilot driverassistance system, Mobileyes chairman said on Wednesday Selfdriving cars and electric vehicles could provide important sources of new revenue for Adient, the billion automotive seating and interiors business that is being spun out of Johnson Controls Inc, Adients top executive said on Thursday"
2016-07-03,Heres what you need to know at the end of the day
2016-07-04,"Tesla Motors Inc is investigating the cause of a fatal crash in China involving one of its vehicles, but has no way of knowing if its semiautomated Autopilot system was engaged at the time of the accident, the company said in a statement on Wed"
2016-07-05,"General Motors Co said on Tuesday its electric subcompact Chevrolet Bolt EV will have an average range of  miles on a full charge, farther than rival Tesla Motors Inc expects for its upcoming Model  The prominent shortseller Jim Chanos, founder of Kynikos Associates, on Tuesday called the proposed merger of Tesla Motors Inc and SolarCity Corp crazy, noting that the combined company would need constant access to capital markets"
2016-07-07,"Tracy Kidders book chronicles the life of Paul English, a Kayakcom founder who got rich, battled bipolar disorder and found a gratifying outlet in altruism Eleven years after charges were filed, Maurice R Greenberg, the former chief executive of AIG, finally goes on trial The automaker detailed its use of laserbased technology and distanced itself from companies like Tesla, which has taken a different approach to driverless cars The Chevrolet Bolt, General Motors Teslafighting electric hatchback for the masses, will be able to go  miles  kilometers on a single charge"
2016-07-08,"Welcome to California Today, a morning update on the stories that matter to Californians and anyone else interested in the state The upgrades to Teslas Autopilot system will require drivers to refrain from taking their hands off the wheel for long periods and will use radar to better identify potential obstacles in the road Solar panel installer SolarCity Corp, which is being bought by Tesla Motors Inc, said it had raised  million in a cash equity transaction advised by billionaire investor George Soros hedge fund Silicon Valley is creating a crash course in selfdriving car technology to address a shortage of engineers with help from a startup in a different field online education"
2016-07-10,"Your daily look at latebreaking news, upcoming events and the stories that will be talked about Monday"
2016-07-11,"Apple may not become an automaker, but it still wants to develop its own selfdriving technology Tesla CEO Elon Musk says the electric car company is making major improvements to the Autopilot system used by its vehicles, which will dramatically reduce the number and severity of crashes in which they are involved Tesla Motors Co Chief Executive Elon Musk said on Sunday the automaker was updating its semiautonomous driving system Autopilot with new limits on handsoff driving and other improvements that likely would have prevented a fatality in May Tesla Motors Co Chief Executive Elon Musk said on Sunday the automaker was updating its semiautonomous driving system Autopilot with new limits on handsoff driving and other improvements that likely would have prevented a fatality in May"
2016-07-12,"The company has closed parts of its selfdriving car project and laid off dozens of employees, according to three people briefed on the subject The carmaker, this time getting out in front of a safety problem, will recall  million vehicles worldwide to fix airbags that may not deploy in a crash"
2016-07-13,"SpaceX chief executive Elon Musk is calling last weeks launch pad accident the most difficult and complex failure in the companys year history Get recommendations from New York Times reporters and editors, highlighting great stories from around the web Today, great reads from Amanda Hess, Damon Darlin and others"
2016-07-14,"BMWs management board is skipping the Paris Motor Show to hold talks aimed at breaking a deadlock over whether to produce new electric cars, including a batterypowered Mini, sources familiar with the matter told Reuters "
2016-07-17,US aviation safety officials took the extraordinary step late Thursday of warning airline passengers not to turn on or charge a newmodel Samsung smartphone during flights following numerous reports of the devices catching fire Automakers are taking advantage of connected cars by beaming improved features right into their vehicles via software upgrades
2016-07-18,US aviation safety officials took the extraordinary step late Thursday of warning airline passengers not to turn on or charge a newmodel Samsung smartphone during flights following numerous reports of the devices catching fire
2016-07-21,"Taiwans Foxconn has invested  million in Chinese ridehailing firm Didi Chuxing via one of its subsidiaries, the worlds largest electronics manufacturer said on Thursday, in a deal that could value the startup at about  billion"
2016-07-22,"Tesla Motors Inc said on Wednesday it had entered into an agreement with Deutsche Bank whereby the electric car maker can borrow up to  million for its vehicle leasing program, part of a broader effort to bolster the companys finances  William A Ackman is adding burritos to his list of fastfood investments, by buying a major stake in Chipotle Volkswagen will launch its first batterypowered van later this month as it shifts to zeroemission vehicles following its diesel cheating scandal, but customers are still skeptical about the benefits of going electric Tesla Motors says the Model S sedan involved in a fatal crash in the Netherlands wasnt operating in the companys semiautonomous Autopilot mode and was going more than  miles per hour when it crashed A Dutchman died on Wednesday after his Tesla collided with a tree, according to local authorities, and it took firefighters hours to remove his body from the vehicle due to fears they could be electrocuted A Tesla electric car involved in a fatal crash in the Netherlands this week was not using the Autopilot function at the time of the accident, Tesla said on Thursday"
2016-07-24,"With the new models that automakers are rolling out for , you can wrap yourself in luxury, get thrown back in your seat with the thrill of high horsepower, sit high in an SUV or load your stuff into a functional new hatchback Shareholders can be finicky and opaque, but the TeslaSolarCity deal shows the importance of having all buyers of significant assets hold a vote"
2016-07-25,"Older drivers may soon be traveling a safer road thanks to smarter cars that can detect oncoming traffic, steer clear of trouble and even hit the brakes when a collision appears imminent"
2016-07-26,Israels Space Communication Ltd said on Sunday it could seek  million or a free flight from Elon Musks SpaceX after a Spacecom communications satellite was destroyed last week by an explosion at SpaceXs Florida launch site
2016-07-29,Graham Moores The Last Days of Night is inspired by Edisons efforts to drive Westinghouse out of business
2016-08-01,A securities filing tries to smooth over the conflict of interest stemming from Elon Musks ownership interest in both companies Israels Space Communication Ltd said on Sunday it could seek  million or a free flight from Elon Musks SpaceX after a Spacecom communications satellite was destroyed last week by an explosion at SpaceXs Florida launch site
2016-08-02,"Police investigating the slaying of Colorado child beauty queen JonBenet Ramsey declined on Thursday to address the media hype surrounding the th anniversary of one of the most sensational unsolved murders in the annals of American crime The fiery blast also destroyed a satellite that Facebook had planned to use to expand internet services in Africa The recall covers  countries and represents a blow to the South Korean companys effort to catch up with the Apple iPhone Samsungs Note  isnt the only gadget to catch fire thanks to lithiumbattery problems, which have afflicted everything from iPhones to Tesla cars to Boeing jetliners Blame chemistry and the fact that the batteries we rely on for everyday life a German carmaker Daimler plans to roll out at least six, and possibly as many as nine, electric car models as part of its push to compete with Tesla and Volkswagens Audi, a person familiar with Daimlers plans told Reuters"
2016-08-04,"Electric car maker Tesla Motors cannot bypass dealerships and sell vehicles directly to Missouri customers, a judge ruled Wednesday in another setback to the companys efforts to cut the middleman out of its deals Lazard Ltd, the investment bank that advised SolarCity Corp on its  billion sale to Tesla Motors Inc, made an error in its analysis that discounted the value of the US solar energy company by  million, a regulatory filing by Tesla showed As GM, Audi and Mercedes match the capabilities of Teslas Autopilot, they are taking steps to make sure drivers use it responsibly"
2016-08-05,"Lazard Ltd, the investment bank that advised SolarCity Corp on its  billion sale to Tesla Motors Inc, made an error in its analysis that discounted the value of the US solar energy company by  million, a regulatory filing by Tesla showed An explosion destroyed a Falcon  rocket belonging to Elon Musks SpaceX and its cargo during preparations for a routine test firing at Cape Canaveral in Florida on Thursday, two days before it had been due to blast off and place a satellite in or Toyotas zeroemission vehicle sales in California this year amount to a drop of hydrogen in an ocean of gasoline"
2016-08-06,"Tesla Motors Inc plans to release an update of its partly automated selfdriving system in a few weeks, Chief Executive Elon Musk tweeted on Wednesday"
2016-08-09,"Facing a severe cash crunch, Tesla Motors Inc plans to raise additional money this year to help fund development and production of its new Model  sedan and build out a massive battery factory, the company said on Wednesday"
2016-08-10,"Amazoncom on Thursday launched Amazon Vehicles, an online platform for users to research on cars, auto parts and accessories Cars that wirelessly talk to each other are finally ready for the road, creating the potential to dramatically reduce traffic deaths, improve the safety of selfdriving cars and someday maybe even help solve traffic jams, automakers and government Tesla Motors is planning improvements to its semiautonomous Autopilot system after a fatal crash earlier this summer"
2016-08-11,"Corrections appearing in print on Thursday, August , "
2016-08-12,"Tesla Motors Inc crowned itself the maker of the worlds fastest production car on Tuesday, saying a new version of its Model S allelectric sedan can accelerate from  miles per hour in just  seconds Tesla Motors Chief Executive Elon Musk is buying  million of bonds from SolarCity Corp in the latest debt offering by the solar panel company that Tesla plans to acquire for  billion, according to a filing on Tuesday The companies said they expected to demonstrate their system in January at International CES and to begin production within two years MercedesBenz maker Daimler is embracing Silicon Valley management techniques in a drive to speed up decision making, empower staff and fend off new rivals such as electric carmaker Tesla Motors  Tesla Motors Inc has won US antitrust approval to buy solar panel installer SolarCity Corp, moving closer to its goal of creating a carbonfree energy and transportation company"
2016-08-13,"A new technology partnership between top auto suppliers Mobileye NV and Delphi Automotive Plc could pull ahead production of selfdriving cars to late , executives of both companies said Tuesday"
2016-08-14,Tesla Motors says a new version of the Model S electric car is the quickest production car in the world from zero to  miles per hour
2016-08-15,"As Uber pushes ahead with autonomous taxis, and trucking considers going driverless, too, millions of Americans driving jobs are at risk The worlds greatest athlete hates being called The Worlds Greatest Athlete Eatons second straight gold medal in the decathlon was an achievement to rival Usain Bolts sprint greatness, even if it got less attention"
2016-08-16,"With all the attention paid to Tesla Motors Autopilot system, youd think the company was the only one making cars that can almost drive themselves But many automakers have rolled out cars that do what Teslas do Daimlers top electric motors development executive, Harald Kroeger, is joining auto supplier Robert Bosch ROBGUL, two people familiar with the matter told Reuters, as a battle to hire leading talents in the sector heats up  The option to hail a ride in a selfdriving car, which was science fiction just a few years ago, will soon be available to Uber users in Pittsburgh, the first time the technology has been offered to the general public The company said it had acquired a startup comprising former Google and Carnegie Mellon engineers, as well as announced a partnership with Volvo to test selfdriving cars on Pittsburgh streets in a matter of weeks"
2016-08-17,"Ford Motor Co intends to have a fully driverless vehicle  no steering wheel, no pedals  on the road within five years The car will initially be used for commercial ridehailing or ridesharing services, with sales to consumers comi A Tesla electric car caught fire during a promotional tour in southwest France, and those aboard escaped unharmed The carmaker said it aimed to have selfdriving cars available for ridehailing services by  SolarCity Corp on Wednesday said it would cut operating costs, including slashing its chief executives salary, to bring expenses in line with its reduced solar installation outlook"
2016-08-18,"Ford Motor Co plans to offer a fully automated driverless vehicle for commercial ridesharing in , the automaker announced Tuesday, expanding its efforts in driverless cars and ride sharing  two areas where rivals have already made inroads"
2016-08-19,"Tesla Motors Inc gained backing from Fidelity Investments and from hedge funds during the second quarter, recent securities filings show, a period when the electric car company made a buyout offer for SolarCity Corp Tesla Motors is cooperating with French local authorities investigating a fire involving one of its Model S cars during a test drive in Biarritz, it said on Tuesday"
2016-08-21,"Tesla said Monday that the term Autopilot was mistakenly removed from the electric car makers website for China, but it has been restored Tesla removed a Chinese term for selfdriving from its China website after a driver in Beijing who crashed in autopilot mode complained that the car maker overplayed the functions capability and misled buyers"
2016-08-23,"German postal and logistics group Deutsche Post DHL is planning to start selling electric delivery vans on the open market in , a spokesman for the group said on Friday  Volkswagen is in early talks with German solar power equipment maker SMA Solar about working together, the companies said, as the automaker pushes ambitious electric car plans to overcome its diesel emissions scandal NRG Energy has become a cautionary tale for power producers trying to figure out how to generate more electricity while curbing greenhouse gas emissions The makers of a blimpshaped, heliumfilled airship billed as the worlds biggest aircraft postponed its maiden flight at the last minute on Sunday"
2016-08-24,"With the extension of Californias landmark climate change law stalled, a legislative plan is emerging to significantly up the ante on Californias commitment to electric vehicles by requiring that  percent of all new automobiles be emissionfre Carmakers are turning to airplanequality glue for seams and thinner steel to trim weight, while looking ahead to using magnesium and coasting to save fuel"
2016-08-25,"A Missouri man says his Tesla Model Xs autopilot mode helped him get to a hospital when he suffered a pulmonary embolism You either believe in the Musk vision or not, says James Stewart of The New York Times, weighing in on Teslas takeover offer for SolarCity It remains more promise than product, but the electric vehicle EV sector is drawing more talent from mainstream automakers which are reluctant to go full tilt at the new technology A California lawmaker next week will introduce a bill requiring  percent of all vehicles sold in the state to be emissionsfree by , her spokeswoman said on Friday"
2016-08-31,"Tesla on Friday disclosed  billion in third quarter cash requirements, about a third of the cash on hand midyear, in a new sign of pressure on the electric vehicle maker Nissan Motor Co is in talks with Panasonic Corp and overseas companies including Chinese firms over the possible sale of its controlling stake in a car battery manufacturing venture, sources said Solar panel installer SolarCity Corp, which recently accepted Tesla Motors Incs  billion takeover offer, said it experienced greaterthanusual delays in closing new project financing commitments due to the takeover talks Tesla said on Wednesday that one of its cars had crashed in Beijing while in autopilot mode, with the driver contending sales staff sold the function as selfdriving, overplaying its actual capabilities"
2016-09-01,"The electric carmakers secondquarter loss greatly exceeded forecasts, but the company promised to improve its ability to meet production targets Apple Inc said it plans to offer rewards of up to , , to researchers who find critical security bugs in its products, joining dozens of firms that already offer payments for help uncovering flaws in their products Focusing on the conflicts of interest in Tesla Motors proposed takeover of SolarCity misses the bigger picture, some investors say Apple Inc said it plans to offer rewards of up to , , to researchers who find critical security bugs in its products, joining dozens of firms that already offer payments for help uncovering flaws in their products"
2016-09-02,"Both companys boards approved a  billion merger, putting their faith in Elon Musks idea of a cleanenergy powerhouse The  billion purchase of SolarCity, a solarpanel installer, comes at a crucial time for a company with lofty goals and a habit of missing them Commercial aerospace startups are attracting access to investors with deep pockets and an abundance of software talent Tesla Motors agreed to buy the solar panel maker SolarCity for  billion in stock in a merger aimed at creating a onestop shop for cleaner energy Stocks and bonds in developing markets have been on a tear as investors hunt for returns in a world of superlow interest rates"
2016-09-03,"After a long, intense pursuit, researchers are close to bringing to market a daring new treatment cell therapy that turbocharges the immune system to fight cancer Uber Waves the White Flag  Big Banks Push Instant Payments"
